,tweets,label
5198,las noticias malas sobre ti no importan mientras tengas una novia sexy,1
5199,las novelas nunca las han escrito más que los que son incapaces de vivirlas,0
5200,las obras maestras del arte tienen a los ricos por esposos pero a los pobres por amantes,0
5201,las obras se tienen medio terminadas cuando se han comenzado bien,0
5202,las palabras convencen el ejemplo arrastra,0
5203,las palabras elegantes no son sinceras las palabras sinceras no son elegantes,0
5204,las palabras se las lleva el viento,0
5205,las paredes oyen,0
5206,las pequeñas acciones de cada día hacen o deshacen el carácter,0
5207,las personas afortunadas se corrigen poco creen tener siempre razón mientras la fortuna sostiene su mala conducta,0
5208,las personas deben desempeñar cargos públicos y luego volver a sus negocios y vivir bajo las leyes que aprobaron,0
5209,las personas están taaaan traumadas con las series de doctores como tú con tu ex,0
5210,las personas más insoportables son los hombres que se creen geniales y las mujeres que se creen irresistibles,0
5211,las personas si están bien traumadas con el visto ,0
5212,las piernas peludas son de hombre y no de una mujer,1
5213,las preguntas no son nunca indiscretas las respuestas a veces sí,0
5214,las profesoras y los profesores o el personal docente,0
5215,las promesas que hicieron ayer los políticos son los impuestos de hoy,0
5216,las proposiciones matemáticas en cuanto tienen que ver con la realidad no son ciertas y en cuanto que son ciertas no tienen nada que ver con la realidad,0
5217,las prostitutas son unas putas,1
5218,las puta tiene que aguantarte aunque no te soporten,1
5219,las putas disfrutamos más,1
5220,las putas estaban vientrudas y no dudo que también tuvieran la cesárea llena de pelitos como dicta el manual de las mamás solteras con más de dos hijos,1
5221,las putas me tienen loco,1
5222,las putas te putean cuando tú las amas,1
5223,las pvtas buscan cualquier pretexto para pvtear,1
5224,las que conducen y arrastran al mundo no son las máquinas sino las ideas,0
5225,las que no se pueden casar organizan bodas,1
5226,las que trabajan fuera de casa son menos sumisas,1
5227,las razas laboriosas encuentran una gran molestia en soportar la ociosidad,0
5228,las redes sociales están haciendo del attention whorismo un deporte con ese tipo de mujeres,1
5229,las revoluciones no se hacen por menudencias pero nacen por menudencias,0
5230,las sensaciones no son parte de ningún conocimiento bueno o malo superior o inferior son más bien provocaciones incitantes ocasiones para un acto de indagación que ha de terminar en conocimiento,0
5231,las señoras que se pintan el pelo de colores pastel merecen el mundo,0
5232,las señoritas no dicen malas palabras ,1
5233,las señoritas no gritan,1
5234,las señoritas tienen que estar bien depiladas,1
5235,las tías en la cocina,1
5236,las tías no aceptáis una broma,1
5237,las tiranías fomentan la estupidez,0
5238,las trabajadoras del hogar no tienen un gobierno que las represente porque para los gobernantes son nadie,1
5239,las tragedias de los otros son siempre de una banalidad exasperante,0
5240,las tres cosas más difíciles de esta vida son guardar un secreto perdonar un agravio y aprovechar el tiempo,0
5241,las verdades de perogrullo que a la mano cerrada llamaba puño,0
5242,las víctimas de las violaciones son unas mujeres imprudentes,1
5243,las  mujeres  deben estar en su casa haciendo la comida,1
5244,lástima yalitzia unfollow pensé que seguía a alguien más inteligente y no a una vulgar golpeadora del presidente,1
5245,laura zapata defiende a verónica castro y llama infeliz gusano amorfo a gustavo adolfo infante pleito  ,0
5246,lavadoras de dos patas,1
5247,lavadoras de dos patas,1
5248,le conté a mi mamá y me regañó por ser tonta,0
5249,le decían la mufla de oro,1
5250,le dice naco su foto de portada mas naca que sus chanclas de catálogo tomarse foto cerca de los botes porque ella no poseé uno y ni puede rentar uno en fin así son las chavorucas,1
5251,le doy una diabla no tiene corazón esa mujer,1
5252,le doy una diabla no tiene corazón esa mujer,1
5253,le echo muchas ganas la chaparra pero no lo logro al menos espero que el poco tiempo que estuvo con nosotros se sintiera querida,0
5254,le encanta estar mamando,1
5255,le enseñe a mi papá las fotos de una chava bonita de fb y me dijo que se acostó con su mamá de jovenes jajajajajajajajajajajaa me traumeeeee,0
5256,le falta sexo y no desear a su líder espiritual,1
5257,le falta sostener un libro ,1
5258,le faltaron las tres nalgadas terapéuticas a tiempo escuincla pendejå,1
5259,le faltó enseñar más xd,1
5260,le gusta el sushi,0
5261,le gusta que le den bien duro  mátala  mátala  mátala  mátala  mátala  mátala  mátala  no está contigo no se pega te perdió ,1
5262,le gusta que le den bien duro  se ha venido,1
5263,le gusta que le den bien duro  se ha venido,1
5264,le gusta que le den bien duro,1
5265,le gusta que le den cantazos,1
5266,le gusta que le hable malo  luego habla de amor,1
5267,le gusta que le hable malo,0
5268,le gusta que le hagan  cuanto es cualquier dinero,1
5269,le gusta que le hagan a otras mujeres,1
5270,le gusta que le hagan a tu esposo,1
5271,le ha quitado el marido,1
5272,le pasó eso por estar abriendo las piernas,1
5273,le pegó sólo si me provoca,1
5274,le queria echarmaracas en las nalgas ,1
5275,le quiero pegar a la morra y tirarle la plancha como vas a hacer esoooooo,1
5276,le rompo la cara mijita ,1
5277,le sobo ese bollo más mojao,1
5278,le sobo ese bollo más mojao,1
5279,le tomare por sorpresa le mamare su burrito,1
5280,le trai la historia de una mamita en televisión,1
5281,lee la nota completa   ,0
5282,leer un libro enseña más que hablar con su autor porque el autor en el libro sólo ha puesto sus mejores pensamientos,0
5283,leí algo y me cuestiono cómo es que son capaces de decir que no soy feminista bien no se si sentir tristeza si reír o si sentir enojo,0
5284,lento   azotala lento ,1
5285,lento   azotala lento ,1
5286,les deberían partir su madrepinches nacas,1
5287,les dejo algo bonito en su tl para iniciar bien el día,0
5288,les encanta hacer suspenso ya digan qué maldita sea ,0
5289,les encanta tragar mierda,0
5290,les encanta maldita sea mi hora de pinche comida,0
5291,les gusta a una mujer una psicopata,1
5292,les gusta a una mujer una psicopata,1
5293,les gustan las mujeres,0
5294,les molesta que lillytellez sea frontal y no se preste a ser víctima les incomoda que no sea correctita,0
5295,les queda perfecto el nombrefeminazis con la salvedad de que los otros desquiciados al menos se bañaban,1
5296,levanta las cadenas de mis pensamientos,0
5297,levántate suspira sonríe y sigue adelante,0
5298,leyendo una biografía recordad que la verdad no se presta nunca a una publicación,0
5299,libros de ayer y hoy onu defensa mundial a las niñas en 17 puntos ,0
5300,libros caminos y días dan al hombre sabiduría,0
5301,limpia la casa ni que fueras hombre para no hacerlo ,1
5302,linda  arrabalera,1
5303,linda  arrabalera,1
5304,linda ropa por poco no te reconozco vestido,0
5305,linda sin falda,1
5306,literalmente el feminismo mata,1
5307,llamar a la mujer el sexo débil es una calumnia es la injusticia del hombre hacia la mujer,0
5308,llamar a las mujeres el sexo débil es una calumnia es la injusticia del hombre hacia la mujer,0
5309,llamar guapa a las guapas y también a las feas porque así se ponen contentas,1
5310,llamar histérica o loca a una mujer con ímpetu,1
5311,llamar histérica o loca a una mujer,1
5312,llamarte puta seria ofender a esas señoras,1
5313,llamó pirujas a las parejas de derechohabientes del issste ,1
5314,llevamos como diez horas hablando y tu que bla bla,1
5315,llevar burka es más fácil para las mujeres lo quieren por qué iban a llevarlo si no el hecho es que es más fácil no tienes que llevar maquillaje mira ,1
5316,llevar burka es más fácil para las mujeres lo quieren por qué iban a llevarlo si no el hecho es que es más fácil no tienes que llevar maquillaje mira ,1
5317,llevar el pelo largo es de chicas  llevar el pelo corto es de chicos,1
5318,llevar pendientes es de chicas,1
5319,llevarte a la cama era mas facil que respirar,1
5320,llevo días bajoneada triste y hoy bien emputada neta aveces pienso en irme a algún lugar del mundo lejos a vender tortas de chorizo por que pues a quien no le gusta el chorizo y en torta uff bye,0
5321,llevo malditas 9 horas trabajando sin parar y ni siquiera voy a la mitad de terminar odio las quincenas sólo me gusta el dinero,0
5322,llorar es de nenas,1
5323,llorar es de niñas,1
5324,llorar sí pero llorar de pie trabajando vale más sembrar una cosecha que llorar por lo que se perdió,0
5325,lloras como una nenaza,1
5326,lloras como una nenaza,1
5327,lloras como una nenaza,1
5328,lloras como una niña,1
5329,lo absurdo de una cosa no prueba nada contra su existencia es más bien condición de ella,0
5330,lo amo tanto es una persona especial me encanta que sea un buen hijo hermano tío y amigo lo admiro demasiado es la persona más bella de este mundo su alma es tan bella y llena de buena energía que es lo que lo hace perfecto soy la padillister más orgullosa,0
5331,lo bello es aquello que es inteligible sin reflexión,0
5332,lo bueno es que no eres como tus amigas de amargadas,1
5333,lo cojo yo y le quito las paterías,1
5334,lo de que cuando una mujer dice no en realidad quiere decir sí,1
5335,lo de whitexican no lo entiendo pero lo de mamadora sí,1
5336,lo dejas con la pinga bien parada,1
5337,lo eterno sólo puede durar si permanece actualizado al mismo tiempo por esta razón la chaqueta negra es eterna,0
5338,lo guapa que ibas con ese vestidito,1
5339,lo importante en la vida es que sepas dónde estas y a dónde quieres llegar lo único que deberás que hacer es seguir el camino entre ambos puntos,0
5340,lo importante es no dejar de hacerse preguntas,0
5341,lo importante no es lo que se promete sino lo que se cumple,0
5342,lo intelectual no quita lo putona,1
5343,lo malo es que la mujer en vez de jugar un papel ha jugado un trapo en la historia de la humanidad ,1
5344,lo maravilloso de la guerra es que cada jefe de asesinos hace bendecir sus banderas e invocar solemnemente a dios antes de lanzarse a exterminar a su prójimo,0
5345,lo más chistoso es que lópez obrador y todos los de morena se cagan en sus palabras atajo de idiotas,0
5346,lo más difícil de aprender en la vida es qué puente hay que cruzar y qué puente hay que quemar,0
5347,lo más importante en el mundo es la familia y el amor,0
5348,lo más importante es recordar que puedes vestir la mejor ropa o los mejores zapatos pero tienes que tener un buen espíritu en tu interior,0
5349,lo más incomprensible del mundo es que sea comprensible,0
5350,lo mejor de tu vida lo he disfrutado yo ,1
5351,lo mejor de tu vida me lo he llevado yo ,1
5352,lo mejor es enemigo de lo bueno,0
5353,lo mejor es salir de la vida como de una fiesta ni sediento ni bebido,0
5354,lo mejor sería que las mujeres dejáramos de tener en mente esas opciones de trabajo hasta en ese momento considero que avanzaríamos realmente en respetarnos a nosotras mismas,1
5355,lo menos frecuente en este mundo es vivir la mayoría de la gente existe eso es todo,0
5356,lo mismo digo wey jajaja y no hablo de la mía si no de la tuya ,0
5357,lo mismo es nuestra vida que una comedia no se atiende a si es larga sino a si la han representado bien concluye donde quieras con tal de que pongas buen final,0
5358,lo pasado ha huido lo que esperas está ausente pero el presente es tuyo,0
5359,lo peor de la ignoranciaes que a medida que se prolonga adquiere confianza,0
5360,lo peor es que habrá mujeres todas pendejas que se van a preocupar por que sus morros no les hacen este tipo de preguntas,1
5361,lo peor es que no tiene papá,1
5362,lo peor que hay en este mundo son las mujeres,1
5363,lo peor que puede pasarle aun hombre es llegar a pensar mal de sí mismo,0
5364,lo poco que he aprendido carece de valor comparado con lo que ignoro y no desespero en aprender,0
5365,lo primero que ale me dijo al despertar fue un wey ya no hay que estudiar que le salió del corazón,0
5366,lo que abunda no daña,0
5367,lo que con mucho trabajo se adquiere más se ama,0
5368,lo que de raíz se aprende nunca del todo se olvida,0
5369,lo que dicen es cierto jefa me encanta el tonayán pinche bebida espectacular,0
5370,lo que el amor hace él mismo lo excusa,0
5371,lo que el diablo no puede la mujer lo hace ,1
5372,lo que el diablo no puede la mujer lo hace fácilmente ,1
5373,lo que es estar toda culera jajajajaja,1
5374,lo que hace que la mayoría de las mujeres sean tan poco sensibles a la amistad es que la encuentran insípida luego de haber probado el gusto del amor,0
5375,lo que hace que los amantes no se aburran nunca de estar juntos es que se pasan el tiempo hablando siempre de sí mismos,0
5376,lo que hacemos no es nunca comprendido y siempre es acogido sólo por los elogios o por la crítica,0
5377,lo que has de decir antes de decirlo a otro dítelo a ti mismo,0
5378,lo que has de decir antes de decirlo a otro dítelo a ti mismo,0
5379,lo que hoy siente tu corazón mañana lo entenderá tu cabeza,0
5380,lo que la mujer no consigue hablando lo consigue llorando ,1
5381,lo que las leyes no prohíben puede prohibirlo la honestidad,0
5382,lo que las mujeres aún tienen que aprender es que nadie te da poder simplemente hay que tomarlo,0
5383,lo que le da su valor a una taza de barro es el espacio vacío que hay entre sus paredes,0
5384,lo que le gusta a otra persona no es asunto tuyo,0
5385,lo que llamamos casualidad no es ni puede ser sino la causa ignorada de un efecto desconocido,0
5386,lo que llevas es la manera de presentarte al mundo sobre todo en la actualidad cuando los contactos humanos son tan efímeros,0
5387,lo que lo resuelve es el viento de mujeres,0
5388,lo que los hombres realmente quieren no es el conocimiento sino la certidumbre,0
5389,lo que me espera con tu carne,1
5390,lo que me espera con tu carne,1
5391,lo que me gusta de los niños es su frescura y honestidad ellos aún no enferman de adultez ni de egocentrismo trate de ser niño es fácil solo deje de intentar ser lo que no es diadelnino diadelaninez,0
5392,lo que necesitas  pa hacerte venir  baby  si eres una mujer  no me digas más  solo grita,1
5393,lo que no dejas ir lo cargas lo que cargas te pesa y lo que pesa te hunde practica el arte de soltar perdonar y dejar ir,0
5394,lo que no has de comer déjalo cocer,0
5395,lo que no has de querer ver en tu casa lo has de tener traducción tiene el trauma de cómo su jefa fue subestimada por su progenitor,1
5396,lo que no me mata me hace más fuerte,0
5397,lo que no quieras que los otros te hagan a ti no lo hagas a los otros,0
5398,lo que no sé tampoco creo saberlo,0
5399,lo que no tiene es dignidad ni tetas,1
5400,lo que ocurre en el pasado vuelve a ser vivido en la memoria,0
5401,lo que pasa es que no te han cogido rico,1
5402,lo que pongas en los primeros años de tu vida quedará en ella hasta más allá de la muerte,0
5403,lo que quiere el sabio lo busca en sí mismo el vulgo lo busca en los demás,0
5404,lo que quiso decir es papá porque no estás aquí te extraño,1
5405,lo que se debe decir afirma claudia sheinbaum unas horas antes de poner en manos de la ciudadanía lo hecho en su gobierno es que estamos construyendo un méxico más justo lo estamos haciendo todos los días,0
5406,lo que se espera de una buena mujer es que mantenga un bajo perfil situándola siempre como una persona más sumisa que necesita la protección de otra,1
5407,lo que se estrena siempre alegra,0
5408,lo que se les dé a los niños los niños darán a la sociedad,0
5409,lo que se mueve por sí mismo es inmortal,0
5410,lo que te hace falta es tener un hombre para que andes de buenas ya que sino nadie te aguanta,1
5411,lo que te voy a meter  eres una mala peligrosa,1
5412,lo que te voy a meter  eres una mala peligrosa,1
5413,lo que tiene alma se distingue de lo que no la tiene por el hecho de vivir,0
5414,lo que tienes que hacer es buscarte un hombre con dinero,1
5415,lo que tienes que hacer es buscarte un tío con dinero,1
5416,lo que todavía nos falta a las mujeres aprender es que nadie te da poder debes tomarlo tú,0
5417,lo suelta  guarra  loca  me veo de toda mujer,1
5418,lo supe yo al acariciar tu nalga,1
5419,lo supe yo al tocarte una tetita,1
5420,lo triste de estos debates de género es que el mayor tema de debate es matar mujeres bien o mal para que la respuesta de los partidos sea policía rosa,0
5421,lo único bueno de equivocarse es la alegría que produce a los demás,0
5422,lo único capaz de consolar a un hombre por las estupideces que hace es el orgullo que le proporciona hacerlas,0
5423,lo único importante en la vida de la mujer es su marido y sus hijo,1
5424,lo único imposible es aquello que no intentas,0
5425,lo único interesante que esa señora exhibió fue su escote,1
5426,lo único interesante que esa señora exhibió fue su escote,1
5427,lo único interesante que te ven es tu mini falda zorra,1
5428,lo único que pensé fue si te pasa algo va a ser por pendeja por permitir que un patán te trate así le deseo suerte y que no sea una más que se suma a las estadísticas,1
5429,lo único que se conseguirá diciendo siempre la verdad es ser siempre descubierto,0
5430,lo único que se ve es que quiere reata,1
5431,lo unico que son las mujeres son bolsas de boxeo,1
5432,lo vas hacer mariquita,1
5433,lo voy a intentar y si no me sale me doy un tiro,0
5434,loca bien cabrona,1
5435,loca estas loca,1
5436,lógica de vatos voy a seguir un chingo de viejas encueradas en instagram y les voy a dar like pero si mi novia sube una en traje de baño me voy a enojar para siempre y le voy a decir que si quiere llamar la atención de los vatos o que,0
5437,lograr la igualdad de género requiere la participación de mujeres y hombres niñas y niños es responsabilidad de todos,0
5438,logro resistirlo todo salvo la tentación,0
5439,los amigos ciertos son los probados en hechos,0
5440,los amigos se convierten con frecuencia en ladrones de nuestro tiempo,0
5441,los amigos son como la sangre cuando se está herido acuden sin que se los llame,0
5442,los amigos son como los taxis cuando hay mal tiempo escasean,0
5443,los ángeles lo llaman placer divino los demonios sufrimiento infernal los hombres amor,0
5444,los animales del mundo existen por sus propias razones no fueron hechos para los humanos del mismo modo que los negros no fueron hechos para los blancos o las mujeres para los hombres,0
5445,los años arrugan la piel pero renunciar al entusiasmo arruga el alma,0
5446,los apellidos famosos en lugar de enaltecer rebajan a quienes no saben llevarlos,0
5447,los automovilistas vete a hacer tus mamadas a otro lado pinche ridícula,1
5448,los bailes de tiktok me dan repelús no sé cómo dejan que las niñas bailen esas cosas,1
5449,los buenos terminan felices los malos desgraciados eso es la ficción,0
5450,los buenos vestidos no sirven más que para suplir la falta de otros medios de ganarse el respeto ajeno,0
5451,los burros y las mujeres a palos entienden ,1
5452,los caníbales prefieren a los que carecen de espina dorsal,0
5453,los caprichos pueden ser perdonados pero es un crimen despertar una pasión duradera para satisfacer un capricho,0
5454,los casamientos y las viñas deprisa,0
5455,los cautos rara vez se equivocan,0
5456,los celos cuando son furiosos producen más crímenes que el interés y la ambición,0
5457,los celos nacen del amor pero no mueren con éste,0
5458,los celos se nutren de dudas y la verdad los deshace o los colma,0
5459,los chicos no lloran o lloras como una niña,1
5460,los chicos piensan que las chicas son como los libros si la portada no les llama la atención no se molestarán en leer lo que hay dentro,0
5461,los científicos se esfuerzan por hacer posible lo imposible los políticos por hacer lo posible imposible,0
5462,los coches son de niños,1
5463,los conceptos y principios fundamentales de la ciencia son invenciones libres del espíritu humano,0
5464,los cuarenta son la edad madura de la juventud los cincuenta la juventud de la edad madura,0
5465,los defectos de un hombre se adecuan siempre a su tipo de mente observa sus defectos y conocerás sus virtudes,0
5466,los derechos de la niña y del niño o de la infancia,0
5467,los deseos de nuestra vida forman una cadena cuyos eslabones son las esperanzas,0
5468,los desposeídos tienen un mundo que ganar,0
5469,los dialécticos y los sofistas en sus disquisiciones se revisten de la apariencia de filósofos,0
5470,los días de su menstruación será impura ,1
5471,los dioses han hecho dos cosas perfectas la mujer y la rosa,0
5472,los discursos inspiran menos confianza que las acciones,0
5473,los duelos con pan son menos,0
5474,los ejemplos corrigen mucho mejor que las reprimendas,0
5475,los emancipadores de la mujer han de ser varones,1
5476,los errores más pequeños son siempre los mejores,0
5477,los espejos se emplean para verse la cara el arte para verse el alma,0
5478,los espíritus mediocres suelen condenar todo aquello que está fuera de su alcance,0
5479,los espíritus vulgares no tienen destino,0
5480,los estereotipos limitan el desarrollo de las mujeres la generacióigualdad hace a un lado las ideas que no corresponden a la realidad e impulsa a mujeres y hombres con sus características propias,0
5481,los extremistas han demostrado lo que más les asusta una niña con un libro,0
5482,los fachos andan que no los calienta ni el sol latinoamerica será toda feminista aborto legal y seguro ,0
5483,los filósofos se han limitado a interpretar el mundo de distintos modos de lo que se trata es de transformarlo,0
5484,los finales felices son historias sin acabar,0
5485,los funcionarios son los empleados que el ciudadano paga para ser la víctima de su insolente vejación,0
5486,los fundamentos de la casa son la mujer y el buey el buey para que are y la mujer para que guarde,1
5487,los grandes conocimientos engendran las grandes dudas,0
5488,los grandes conocimientos engendran las grandes dudas,0
5489,los grandes espíritus siempre han encontrado una violenta oposición de parte de mentes mediocres,0
5490,los guapos nos gusta presumirnos en nuestra foto de perfildudo mucho que tu jales las viejas que yo jalo eres un pobre pendejo,0
5491,los hijos no pertenecen a la mujer en caso de separación,1
5492,los hijos son de la casada,1
5493,los hijos son de la mam,1
5494,los hijos son tormento y no otra cosa,0
5495,los hombre jóvenes quieren ser fieles y no lo consiguen los hombres viejos quieren ser infieles y no lo logran,0
5496,los hombre por naturaleza vemos las nalagas a las mujeres al caminar,1
5497,los hombres aman sus vicios y al mismo tiempo los odian,0
5498,los hombres aprenden mientras enseñan,0
5499,los hombres buenos y bellos se conquistan con gentilezas,0
5500,los hombres casados son horriblemente aburridos cuando son buenos maridos e insoportablemente presumidos cuando no lo son,0
5501,los hombres consideran putas a cualquier mujer que no se adhiere a un estándar patriarcal de pureza sexual,1
5502,los hombres construimos demasiados muros y no suficientes puentes,0
5503,los hombres de tristeza profunda se delatan cuando son felices tienen una manera de aferrar la felicidad como si quisieran estrangularla y ahogarla por celos  ay demasiado bien saben que se les escapa,0
5504,los hombres debían prohibirles,1
5505,los hombres están siempre dispuestos a curiosear y averiguar sobre las vidas ajenas pero les da pereza conocerse a sí mismos y corregir su propia vida,0
5506,los hombres graciosos siempre ganan,0
5507,los hombres machistas mal pero las mujeres machistas peor,1
5508,los hombres no lloran,1
5509,los hombres no lloran,1
5510,los hombres no lloran,1
5511,los hombres no somos más violentos por el hecho de ser hombres,1
5512,los hombres no son sino los instrumentos del genio del universo,0
5513,los hombres no vivirían mucho tiempo en sociedad si no se engañaran unos a otros,0
5514,los hombres olvidan siempre que la felicidad humana es una disposición de la mente y no una condición de las circunstancias,0
5515,los hombres que no perdonan a las mujeres sus pequeños defectos jamás disfrutarán de sus grandes virtudes,0
5516,los hombres que si viven inmoralmente reencarnarán como mujeres,1
5517,los hombres se distinguen menos por sus cualidades naturales que por la cultura que ellos mismos se proporcionan los únicos que no cambian son los sabios de primer orden y los completamente idiotas,0
5518,los hombres se equivocan con más frecuencia por demasiado listos que por demasiado buenos,0
5519,los hombres siempre piensan en sexo,1
5520,los hombres siempre van a engañars lo que te debe importar es que cumpla en la casa ,1
5521,los hombres somos inútiles para la cocina y vosotras no jugáis al fútbol,1
5522,los hombres son como los vinos la edad agria los malos y mejora los buenos,0
5523,los hombres son dueños de las mujeres,1
5524,los hombres son genéricamente superiores a todas las mujeres,1
5525,los hombres son más de razón y las mujeres son más de la emoción,1
5526,los hombres son más racionales y las mujeres más emocionales,1
5527,los hombres son más razón y las mujeres más emoción,1
5528,los hombres son más razón y las mujeres más emoción,1
5529,los hombres son más razón y las mujeres más emoción,1
5530,los hombres son muy competentes en el trabajo y esto va a parecer sexista las mujeres son mejores para administrar sus hogares y hacer magia con muchas ,1
5531,los hombres son parte del problema pero también de la solució,1
5532,los hombres son por naturaleza superiores a las mujeres,1
5533,los hombres son racionales y las mujeres emocionales,1
5534,los hombres son superiores a las mujeres,1
5535,los hombres tienen el poder la riqueza y el control de los recursos sociales porque las mujeres no los quieren en realidad ,1
5536,los hombres tienen este instinto paterno biológicamente las mujeres no,1
5537,los hombres tienen hombros anchos y caderas estrechas están dotados de inteligencia las mujeres tienen hombros estrechos y caderas anchas para tener ,1
5538,los hombres tienen más capacidades que las mujeres,1
5539,los hombres tienen mejor sentido de orientación que las mujeres,1
5540,los hombres tienen miedo de que las mujeres se rían de ellos,0
5541,los hombres viven celosos de la inmortalidad,0
5542,los hombres y mujeres no deberían estar en los mismos lugares  excepto para la seducción o la reproducción ,1
5543,los hombres y mujeres no deberían estar en los mismos lugares  excepto para la seducción o la reproducción,1
5544,los hombres sus derechos y nada más las mujeres sus derechos y nada menos,0
5545,los ideales que iluminan mi camino y una y otra vez me han dado coraje para enfrentar la vida con alegría han sido la amabilidad la belleza y la verdad,0
5546,los jóvenes hoy en día son unos tiranos contradicen a sus padres devoran su comida y le faltan al respeto a sus maestros,0
5547,los libros que el mundo llama inmorales son los que muestran su propia vergüenza,0
5548,los males llegan volando y se alejan renqueando,0
5549,los malos libros provocan malas costumbres y las malas costumbres provocan buenos libros,0
5550,los más ilustrados de entre los griegos sostenían que la esclavitud era justificable siempre que los amos fueran griegos y los esclavos bárbaros pero el caso opuesto era contrario a la naturaleza,0
5551,los más insolentes en la prosperidad son en la adversidad los más débiles y cobardes doblan la cerviz en faltándoles la autoridad y se les ve tan abatidos como se les conoció soberbios en un momento pasan de un extremo a otro,0
5552,los más insolentes en la prosperidad son en la adversidad los más temerosos,0
5553,los médicos no son para eso su misión es recetar y cobrar el curarse o no es cuenta del enfermo,0
5554,los mejores culos de las mujeres del atletismo,1
5555,los mejores médicos del mundo son el doctor dieta el doctor reposo y el doctor alegría,0
5556,los mexicanos sabemos por la voz de pedro infante que de las lunasla de octubre es más hermosaporque en ella se refleja la quietudde dos almasque han querido ser dichosasal arrullo de su plena juventud el relato de otoño de gerardo galarza ,0
5557,los micromachismos son una tontería hay cosas más importantes por las que preocuparse,1
5558,los monos son demasiado buenos para que el hombre pueda descender de ellos,0
5559,los mortales tienen privilegios,0
5560,los muertos son los únicos que ven el final de la guerra,0
5561,los músicos son terriblemente irrazonables siempre quieren que uno sea totalmente mudo en el preciso momento que uno desea ser completamente sordo,0
5562,los niños comienzan por amar a los padres cuando ya han crecido los juzgan y algunas veces hasta los perdonan,0
5563,los niños son siempre el símbolo del eterno matrimonio entre el amor y el deseo,0
5564,los niños tienen que ser enseñados sobre cómo pensar no qué pensar,0
5565,los niños y los locos dicen las verdades,0
5566,los nombres de mis amigas feministas en los archivos de la sedenamx  esas compañeras andan haciendo lo que el estado no,0
5567,los ojos no pueden ver bien a dios sino a través de lágrimas,0
5568,los ojos no sirven de nada a un cerebro ciego,0
5569,los padres de familia suelen hablar de la nueva generación como si no tuvieran nada que ver con ella,0
5570,los padres deberían darse cuenta de cuánto aburren a sus hijos,0
5571,los padres desesperados por tener un hijo varón pueden matar a sus bebés del sexo femenino,1
5572,los panas piden orden para darle una golpiza,1
5573,los perezosos siempre hablan de lo que piensan hacer de lo que harán los que de veras hacen algo no tienen tiempo de hablar ni de lo que hacen,0
5574,los periódicos son los archivos de las bagatelas,0
5575,los pinches ponys jajajajajaj lmd5,0
5576,los placeres sencillos son el último refugio de los hombres complicados,0
5577,los políticos son iguales en todas partes prometen construir un puente incluso donde no hay río,0
5578,los predicados del predicado se extienden también al sujeto,0
5579,los profesores se desprenden de cuanto tienen y de cuanto saben porque su misión es esa dar,0
5580,los pueblos a quienes no se hace justicia se la toman por sí mismos más tarde o más pronto,0
5581,los que de veras buscan a dios dentro de los santuarios se ahogan,0
5582,los que más han amado al hombre le han hecho siempre el máximo daño han exigido de él lo imposible como todos los amantes,0
5583,los que no quieren ser vencidos por la verdad son vencidos por el error,0
5584,los que obran bien son los únicos que pueden aspirar en la vida a la felicidad,0
5585,los que renuncian son más numerosos que los que fracasan,0
5586,los que saben mucho se admiran de pocas cosas y los que no saben nada se admiran de todo,0
5587,los que saben mucho se admiran de pocas cosas y los que no saben nada se admiran de todo,0
5588,los que saben ocuparse en cualquiera lectura útil y agradable jamás sienten el tedio que devora a los demás hombres en medio de las delicias,0
5589,los retos son lo que hacen la vida interesante y superarlos es lo que hace que la vida tenga un significado,0
5590,los sabios emiten ideas nuevas los necios las expanden,0
5591,los sabios tienen las mismas ventajas sobre los ignorantes que los vivos sobre los muertos,0
5592,los seres humanos hacen su propia historia aunque bajo circunstancias influidas por el pasado,0
5593,los solteros ricos deberían pagar más impuestos no es justo que unos sean más felices que otros,0
5594,los solteros saben más acerca de las mujeres que los casados si no fuese así ellos también lo estarían,0
5595,los tiranos se rodean de hombres malos porque les gusta ser adulados y ningún hombre de espíritu elevado les adulará,0
5596,los traidores es porque tiene mucha cola propia ó heredada,0
5597,los varones la autoridad de ejercer mando y poder sobre las mujeres,1
5598,los varones piden que las mujeres se depilen el pubis para imaginar que son niñas slas mujeres están privadas del derecho de voto o de presentarse a cargos ,1
5599,los varones tienen autoridad sobre las mujeres porque alá ha hecho,1
5600,los vestidos de las mujeres no son mas que variaciones de la eterna lucha entre el deseo confesado de vestirse y el inconfesado de desnudarse,0
5601,los vicios vienen como pasajeros nos visitan como huéspedes y se quedan como amos,0
5602,los videojuegos son de chicos,1
5603,los videojuegos son de chicos,1
5604,los viejos lo creen todo los adultos todo lo sospechan mientras que los jóvenes todo lo saben,0
5605,los zapatos se transforman tu lenguaje corporal y actitud te elevan física y emocionalmente,0
5606,luchar por los derechos de las mujeres a menudo nos convierte en sinónimo de que odiamos a los hombres solo sé que una cosa es cierta necesitamos detener esos pensamientos,0
5607,lucía  te voy a matar,1
5608,lucía no te voy a llorar,0
5609,luego por que las matan,1
5610,luego te extraña que nadie te quiera pues todos pensamos quetraesgonorrea ,1
5611,luego te la ensartes en la cucaracha,1
5612,m da hueva la política no se como hay gente que se anima a estudiar eso,0
5613,macho   azotala lento ,1
5614,madonna prostituta,1
5615,madre mamadora e hija pendeja vaya combinacion,1
